,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,dense_soft_moe,17.474717140197754,0.7981958849770682,0.023338977992534638,0.0012886578419964607,0.15272392630577086,0.004239745307363605,417680.19375,78100.7880759295,0.09793715476989746,0.007691368179624252
1,dense_soft_moe,14.422290086746216,0.8169260766771105,0.014372665621340274,0.0007080186670412362,0.1198571652173996,0.0029421674741470917,117416.7484375,39430.32937093239,0.07516684234142304,0.003160354362941881
2,dense_soft_moe,18.357099199295043,0.800747178856979,0.013696577772498131,0.0005058993712659325,0.1170166164636612,0.002147511473816777,91681.9296875,14695.848485915258,0.07261530607938767,0.002808199650003673
3,dense_soft_moe,18.9791540145874,0.8020375453640325,0.005276206228882074,0.001374925785131182,0.07216456979513168,0.00925209395942215,38522.0767578125,17523.0567132915,0.04559587687253952,0.009101885360923233
4,dense_soft_moe,28.555629873275755,0.7836800732115055,0.0048441396094858645,0.0006904700835156935,0.06946032494306564,0.004924816370069795,268290.809375,83433.8962986589,0.049306337535381314,0.00973619559342584
5,dense_soft_moe,23.623890733718873,0.7935237851947338,0.019927909970283507,0.0008162902007371762,0.1411426693201065,0.002884597878911444,67374.2939453125,40505.70857989078,0.09812734425067901,0.004485923925289868
6,dense_soft_moe,19.668414688110353,0.7954119357112723,0.009880373626947403,0.0005670313912169171,0.09936679601669311,0.0028751948105946654,31240.131640625,19953.605691691027,0.06226273700594902,0.006656648558468957
7,dense_soft_moe,17.44662265777588,0.811498972057197,0.018973848968744277,0.00347902082184813,0.13730926513671876,0.012248177839366743,30138.17529296875,20783.23372602195,0.08961129188537598,0.006366818372143933
8,dense_soft_moe,25.514117813110353,0.7904187667958149,0.013591066002845764,0.00043728757782427786,0.11656854450702667,0.0018843838603831505,85981.80703125,26497.455733346353,0.05456038638949394,0.004087458205936182
9,dense_soft_moe,17.221764421463014,0.7994852448015501,0.014938605949282646,0.0014501049409188452,0.12210996299982071,0.005890959420330268,26029.6029296875,14403.557923513657,0.08259160369634629,0.0017991461797897967
10,dense_soft_moe,26.786499214172363,0.805862614357171,0.013554549030959605,0.0005268326284890496,0.11640651822090149,0.002255908079866358,79644.74375,22600.366046134524,0.08094698190689087,0.0024678436943191807
11,dense_soft_moe,22.887707042694093,0.801664944670538,0.01444040723145008,0.0012525517006950703,0.12008162587881088,0.005100287035042702,147439.8359375,19900.44532200011,0.08458917289972305,0.0032700922574320007
