,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
1,global_topk_dense,2.7790380477905274,2.626185989379883,0.01391282007098198,0.00044162377645691556,0.11794090569019318,0.0018583257637997963,108255.984375,9797.731028409267,0.07413276582956314,0.0028704691649052974
2,global_topk_dense,2.728241777420044,2.577748012542725,0.013353881798684597,0.00040735439792307477,0.1155483990907669,0.0017497716757339241,120972.115625,13331.66826557231,0.07274661660194397,0.0014103341470660944
3,global_topk_dense,2.740833950042725,2.5898571491241453,0.004263128573074937,0.00025705362119543,0.06526819393038749,0.001997352188106434,45464.77578125,3940.598337314659,0.03769684880971909,0.003486531878966147
4,global_topk_dense,2.7846774101257323,2.63075647354126,0.004131978051736951,0.0003409819639761378,0.064237429946661,0.0026293082696513415,264326.78125,55594.76052091976,0.04074588045477867,0.0067680610494749854
5,global_topk_dense,2.73733229637146,2.587057638168335,0.019976471737027168,0.0002867351320914648,0.1413352370262146,0.001013557247152154,62832.603515625,27083.88390223605,0.09401926845312118,0.0031934458548693785
6,global_topk_dense,2.7532856941223143,2.602466583251953,0.009317394904792308,0.00017137590346979253,0.0965233713388443,0.0008898329830358737,23514.7302734375,14383.492406253625,0.06091291680932045,0.0031292377904726136
7,global_topk_dense,2.7385161876678468,2.587013339996338,0.01658392436802387,0.0005916748902773225,0.12876220047473907,0.0022967416380062613,15499.635986328125,8244.504620021044,0.08662860244512557,0.0013039209183337728
8,global_topk_dense,2.717913866043091,2.566297721862793,0.013916904106736183,0.0002449756867830002,0.1179663062095642,0.0010335130445267588,86838.5875,3374.0132851846174,0.05559903755784035,0.0015558882546438438
9,global_topk_dense,2.7783814907073974,2.625855255126953,0.014000317268073558,0.0005354655431134354,0.11830575466156006,0.0022543119747841026,13124.329052734374,11676.727159317265,0.07805194109678268,0.001472322996646138
10,global_topk_dense,2.765337610244751,2.6126006126403807,0.012962044216692448,0.0003564722899649682,0.11384226381778717,0.0015744828161106308,40038.426953125,13910.300609075235,0.07413662672042846,0.003036333723877592
11,global_topk_dense,2.7446290493011474,2.593025302886963,0.011351626552641391,0.00039738508903297613,0.1065311849117279,0.0018484696056294656,149290.390625,11708.625227493427,0.07000642567873001,0.004834013865174352
12,global_topk_dense,2.747988557815552,2.595706415176392,0.019028620421886445,0.0004831043200777256,0.13793539702892305,0.0017491306417720884,27174.2125,13256.363595589688,0.07753452062606811,0.0034558463110488575
13,global_topk_dense,2.739271116256714,2.5879724979400636,0.013271336443722248,0.002557456247800835,0.11477252393960953,0.011102063646405286,471772.15,105308.24622008894,0.08210615068674088,0.013486866113867653
14,global_topk_dense,2.7468902587890627,2.594232416152954,0.0077161136083304886,6.925203072309625e-05,0.08784070312976837,0.0003941337621822842,239387.740625,17202.524213633005,0.05743860453367233,0.0014388785885146105
