,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,lstm_topk_moe,131.84439477920532,3.421558465852499,0.011854499764740466,0.0016060628332896197,0.10869215577840804,0.007116452894113723,208550.078125,46342.62126069407,0.08284690976142883,0.008057803827700839
1,lstm_topk_moe,66.57320380210876,3.314888413255731,0.019134648516774176,0.0006289942427785115,0.13831339180469512,0.0022510809899939825,119652.108203125,60241.812136934626,0.09390534162521362,0.0060422339838019316
2,lstm_topk_moe,91.69363284111023,3.2973404296848416,0.015434886887669563,0.0005098905469038035,0.12422385215759277,0.002037530163520701,149985.190625,42906.50460021414,0.07909421026706695,0.002657813870107037
3,lstm_topk_moe,80.7056037425995,3.3048895894836035,0.007770590391010046,0.0018399621731063122,0.08766877055168151,0.010294254691665634,68217.8046875,55154.210153973465,0.05638735145330429,0.01135133966587287
4,lstm_topk_moe,96.67218642234802,3.307498230911328,0.018401962518692017,0.0007797030806240882,0.13562910854816437,0.0028956670679478763,138373.4609375,33294.27766977477,0.09355014562606812,0.008080594123807416
5,lstm_topk_moe,142.09068961143493,3.2875004588218935,0.015080159157514572,0.0010710600325134186,0.122740039229393,0.004336217380558359,135190.4171875,19936.667769897274,0.0883510634303093,0.0038239525997184757
6,lstm_topk_moe,117.33341193199158,3.288227518139377,0.011585974134504795,0.0012735984900993846,0.1075110375881195,0.005847122401396144,79232.68515625,29991.419274250842,0.07645917534828187,0.00678598424910914
7,lstm_topk_moe,83.37896184921264,3.7724738155707294,0.020975521951913833,0.0014442944437163719,0.14476044178009034,0.004991929306587695,283779.184375,21852.617693139862,0.10218260139226913,0.0032963012859782825
8,lstm_topk_moe,70.1694842338562,3.8825925184842873,0.02055731937289238,0.002847131455808574,0.14311922788619996,0.009631055065587944,120125.4625,49510.717912812965,0.11236036866903305,0.011620644214611854
9,lstm_topk_moe,111.16007528305053,3.8852909942569935,0.024175094813108443,0.0009794284943935151,0.15545812249183655,0.003135917078609045,75890.32109375,43185.86031947024,0.10985286384820939,0.003681076361224237
10,lstm_topk_moe,164.13127732276917,3.8473895291994267,0.011273367702960968,0.001533120168418854,0.10596321672201156,0.007513691700950804,134394.72109375,60972.25394078106,0.0810232251882553,0.010484217517203406
11,lstm_topk_moe,84.95123257637024,3.8849906647484205,0.009914388135075568,0.0005131842074411607,0.0995451882481575,0.0025356676645158214,167278.94375,22323.360978185563,0.06932963281869889,0.004387103792839867
12,lstm_topk_moe,78.27747116088867,3.907726163979602,0.014965652115643024,0.0019072039526775947,0.12212990671396255,0.007900800709043261,45031.119921875,22220.09544361312,0.07358393669128419,0.005228880179506876
13,lstm_topk_moe,107.7420521736145,3.694905981056735,0.018080020695924758,0.0015047949287898608,0.13436856269836425,0.005602454978108456,183893.54375,24708.006012914197,0.09706404954195022,0.01075128787128709
14,lstm_topk_moe,82.91566157341003,3.4605398240862812,0.013886606693267823,0.0012055567223154772,0.11775122582912445,0.005154521920852968,149122.2015625,46971.21283506043,0.08504611402750015,0.010059972607158778
15,lstm_topk_moe,146.03353538513184,3.398231291688851,0.012240314111113548,0.0006604654275044578,0.11060406863689423,0.002969408246467069,216854.428125,29230.07563125499,0.08299100995063782,0.004337142202404278
16,lstm_topk_moe,115.0685348033905,3.437930549117374,0.024362893030047416,0.003190157294930715,0.15583348274230957,0.00992587871474658,233288.359375,16246.367466932585,0.12026635557413101,0.0074237175834658345
17,lstm_topk_moe,103.3426652431488,3.4199064355051094,0.029959778487682342,0.006792292289588863,0.17230361998081206,0.018413309852089624,139829.965625,40606.87182911124,0.11713341474533082,0.016089219320685938
18,lstm_topk_moe,72.89701704978943,3.4624697086325398,0.015159991383552552,0.0031962661529768553,0.12262815088033677,0.012365669427063693,199496.453125,58906.540355446334,0.07558963894844055,0.012533451569340881
19,lstm_topk_moe,79.97687478065491,3.567723530010877,0.011988029815256596,0.0038809088450298735,0.10841440111398697,0.017115335185961228,73807.919921875,39552.7015922646,0.08317155092954635,0.018459963317277665
20,lstm_topk_moe,96.65409154891968,3.645629135230584,0.012129189632833003,0.0011073754417162212,0.11004214584827424,0.0049894926177496655,188957.453125,20099.86232938316,0.08449498862028122,0.004442531667064455
21,lstm_topk_moe,56.34483971595764,3.738334352115289,0.01589443888515234,0.0015089451683468708,0.12596319764852523,0.005885562225461316,218333.4453125,107119.10504156181,0.09195406585931779,0.009661854655340682
22,lstm_topk_moe,86.658531999588,3.7679733900571173,0.01695464551448822,0.001411450392866151,0.13012364208698274,0.005301329930657761,163652.2953125,75859.91862257713,0.08429279029369355,0.012704893250121484
23,lstm_topk_moe,134.58039569854736,3.718336971544084,0.006588176265358925,0.0011301109092388922,0.08093706071376801,0.006834508784482267,114142.62427978516,75602.58014808861,0.0627064511179924,0.006711779558976031
24,lstm_topk_moe,84.13505878448487,3.6800681654993532,0.03236174732446671,0.0024019915755258323,0.17979576587677001,0.006635928348803817,152317.2484375,23106.490970371928,0.11966153085231782,0.010011686052449037
25,lstm_topk_moe,135.20306644439697,3.6848493343916537,0.02111205831170082,0.0023591627550119693,0.14511682987213134,0.008152025081155659,68586.4046875,31238.848870205617,0.09556619375944138,0.006330763685847186
26,lstm_topk_moe,108.65169563293458,3.6691345573341705,0.008780394680798054,0.0005155765825017525,0.09367076605558396,0.0027799978035758276,63247.15625,42064.95958327457,0.05933721885085106,0.0022259027476213855
