,cluster,architecture,total_time,total_time_std,time_epoch,time_epoch_std,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,cluster_0,Transformer,8.047885581299111,0.2788795864981193,7.782367463465091,0.26859120737149195,0.02401067639045688,0.00046615014250797257,0.15284958302422802,0.0014610333458747503,436868.9971064815,79762.67669002539,0.09938288735294777,0.004369644194034062
1,cluster_1,Transformer,8.289217392603556,0.0,8.012998660405477,0.0,0.0311442396293083,0.0002798819595885,0.1764761209487915,0.0007923072473803,1618538.75,179234.39516332376,0.1446344206730524,0.000798307484395
2,cluster_2,Transformer,8.322545433044434,0.07248829990916583,8.038402859369914,0.0715862020660823,0.03615698491533591,0.00223599885878356,0.18744197686513261,0.005492274734690639,198228.84270833334,25551.24420655948,0.1361498003204663,0.00641888360875964
3,cluster_3,Transformer,8.590984914037916,0.16076720824602994,8.264506366517809,0.11238535634203606,0.030705827805731,0.0004940257618817834,0.1726635528935326,0.0014015870154722332,91264.86050245498,17318.844798682672,0.11500507013665301,0.004591898057899234
4,Mean,Transformer,8.312658330246254,0.12803377366332877,8.024568837439572,0.11314069144490257,0.03050443218520802,0.000869014180690454,0.1723578084329212,0.0022868005858544807,586225.3625793174,75466.79021464783,0.12379304462077988,0.004044683336271984
