,User,Round,CD_mae_count,CD_ks_count,RMSE_BiLSTM,MAE_BiLSTM,MSE_BiLSTM,RMSE_CNN,MAE_CNN,MSE_CNN,RMSE_Transformer,MAE_Transformer,MSE_Transformer,RMSE_soft_dense,MAE_soft_dense,MSE_soft_dense,RMSE_soft_bilstm,MAE_soft_bilstm,MSE_soft_bilstm,RMSE_topk_dense,MAE_topk_dense,MSE_topk_dense,RMSE_topk_bilstm,MAE_topk_bilstm,MSE_topk_bilstm
0,8,1,20,103,0.13001020451704687,0.08139831419988938,0.016902653278564352,0.1704518975192947,0.11737922217750812,0.029053849367928142,0.16322348196525963,0.1083758741618309,0.026641905064863435,0.13232851223990819,0.08963284265743124,0.01751083515162753,0.12686419527135306,0.08346371933107868,0.016094524041848003,0.126790993475351,0.08415075001522289,0.0160759560264665,0.13460888936882362,0.088057424627157,0.018119553097108197
1,15,1,21,103,0.09057530030363851,0.0625772675032794,0.0082038850250943,0.10239077910192697,0.06335789097140804,0.010483871645099604,0.10044939929520103,0.06055721054654891,0.010090081818766732,0.08541992242129186,0.047565705248850745,0.00729656314645952,0.08503745709701083,0.04567734725903595,0.0072313691095259565,0.08454593043071118,0.052607011463829755,0.007148014352394655,0.08531327923052107,0.04640733875680757,0.007278355613064858
2,19,1,24,103,0.12835463173370557,0.0918931977396223,0.016474911487495178,0.14630964873822894,0.09543921640225812,0.02140651331390394,0.14488966500226094,0.09338028840321852,0.020993015024467397,0.13226130271787526,0.0825200557521221,0.017493052196629437,0.13093273840988376,0.08023314787147268,0.017143381987511048,0.13052316758669982,0.08611524420807914,0.01703629727686573,0.13104041246946405,0.07974324350400241,0.017171589700167265
3,23,1,10,103,0.10196285615495704,0.08246701548366757,0.01039642403527646,0.1108010666135042,0.08893347193287175,0.012276876362690193,0.10159172787492521,0.07440365742591172,0.010320879172612856,0.0902091966392333,0.0656997161526934,0.008137699158295859,0.08489549394939482,0.05760398236480625,0.007207244892911732,0.094385844174938,0.0751290993061713,0.008908687580615679,0.09354827583472779,0.0675847101162434,0.008751279911650315
4,24,1,33,89,0.08794026812787584,0.05439252721792834,0.007733490758402694,0.09699014951525212,0.0530543392231155,0.009407089102990962,0.09355685828937042,0.055364585701862666,0.008752885732977339,0.08621305897285127,0.04515964451379369,0.00743269153745633,0.08719703280372908,0.04652027197758636,0.007603322529774605,0.08513804158934626,0.04510942087964999,0.007248486125669254,0.09081495758781931,0.048391023860336946,0.00824735652167742
5,26,1,28,103,0.11777206602000194,0.0906990549992681,0.013870259534619695,0.13405633018389604,0.09967503836896999,0.017971099662373757,0.12917519274139547,0.0898512767698583,0.016686230419776665,0.11282202386006143,0.07566617189836679,0.01272880906788027,0.11017312778481851,0.0689478372060216,0.01213811808588995,0.11316605595661905,0.08408145198306348,0.012806556220776633,0.11185430332985045,0.0748225347197867,0.012511385173406196
6,30,1,20,103,0.11160779554965009,0.07491219558611278,0.012456300027452493,0.16013661472260735,0.12163226228701529,0.025643735374816786,0.13540623048949071,0.09871375810563829,0.01833484725537308,0.12714249184368367,0.0941849856182976,0.01616521323222117,0.11927624950441162,0.08732773489216886,0.014226823695838654,0.1198943771700587,0.08708350168174939,0.014374661676996293,0.12879753812814515,0.09583895926221704,0.016588805827871003
7,7,1,19,103,0.10631423550012634,0.06790069851407249,0.011302716669976324,0.14036737056136445,0.08679346633660465,0.019702998718311403,0.13084526362923093,0.08209340216738789,0.017120483014202947,0.11505365882265035,0.07395609734354444,0.01323734440847883,0.1053988501406999,0.06559287760472639,0.011108917610981716,0.10334243178199805,0.06346308860367464,0.010679658206616921,0.10274038725290673,0.06351928485111814,0.010555587172877239
8,4,1,28,103,0.07265644296655017,0.04399589930412364,0.005278958704551559,0.09184635801819307,0.05768929977098254,0.008435753481206098,0.08663670601195886,0.05121644885817137,0.007505918828602587,0.0712002251234748,0.04517192598348794,0.005069472057633494,0.0689625986452394,0.0347692437182362,0.004755840011904375,0.07518942462153771,0.049422420116871334,0.005653449574917902,0.07055781663898722,0.03814339978653864,0.004978405488860942
9,5,1,28,103,0.10666491507790105,0.059926524024526015,0.011377404108575842,0.11966339329338556,0.06594481580968596,0.014319327694487472,0.11926611253628644,0.06278585864658873,0.014224405599518142,0.09979473269931435,0.05548940299651802,0.0099589886745276,0.09628670907980093,0.04525522468135138,0.009271130345418217,0.10086217835163248,0.05790898910694341,0.01017317902183652,0.09847477017506867,0.051043771515693274,0.009697280361032595
10,10,1,19,103,0.09637120081652018,0.0690300851855393,0.009287408346818059,0.11255075051769882,0.08681285064176056,0.01266767144209728,0.10764458684015733,0.0749083983679108,0.011587357075988174,0.09604104894422555,0.07259625043637064,0.009223883082307129,0.09003016085140275,0.05780012221667146,0.008105429862929453,0.09788671566471788,0.07707598073421136,0.009581809103625325,0.09289718684926399,0.06162541824206032,0.008629887324507066
11,14,1,20,102,0.08261580596935496,0.053502494412309747,0.006825371395966106,0.12309192584540399,0.08844987880946925,0.015151622208330433,0.10727439862404413,0.07739647821746291,0.01150779660015032,0.09032567987273007,0.059806771191015046,0.008158728444470915,0.09081460900523991,0.061849012474506276,0.008247293208774601,0.09753496671858791,0.06557037376797327,0.009513069732796052,0.1018851029062872,0.06933301166118146,0.010380574194224732
12,16,1,32,92,0.10283185868286118,0.0519618877181162,0.010574391160171934,0.12091436429916272,0.07254806235718504,0.014620283493870635,0.11575417642341086,0.06529115055944597,0.013399029359462127,0.10298986527098761,0.05200660129162763,0.01060691234853618,0.10614485555653048,0.05715378380655262,0.01126673036111672,0.10495671646822748,0.05465739055513187,0.011015912331791894,0.10997429757122748,0.06243793016579212,0.012094346126284891
13,20,1,36,87,0.050304776673933245,0.029495516422973194,0.0025305705562142984,0.06527389868306366,0.03858384741954055,0.004260681849286859,0.06489576460216787,0.04239240933083093,0.004211460263299984,0.04878844051167815,0.028812367420230862,0.0023803119275615575,0.047720103880839825,0.026638578915128795,0.002277208314398144,0.05013334998875371,0.028930325064193026,0.0025133527810948715,0.052102022945642236,0.028908669801305763,0.00271462079502823
