,cluster,architecture,total_time,total_time_std,time_epoch,time_epoch_std,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,cluster_0,Soft_Dense_MoE,12.586195800039503,2.864564386953007,0.4885718917189362,0.01532378608030947,0.01646209638393307,0.0006724266658822462,0.12625090584710785,0.002539110651308511,330683.11469184025,43912.21870021118,0.07823295380782194,0.0033786879828610716
1,cluster_1,Soft_Dense_MoE,14.012332121531168,0.0,0.4847138969103495,0.0,0.0173080470412969,0.0006126047215288,0.1315462191899617,0.0023362278612184,404378.2604166667,40869.58836993186,0.0916946281989415,0.0019433872548941
2,cluster_2,Soft_Dense_MoE,12.740284331639607,2.042037537310809,0.4907898579753497,0.004925001601274236,0.02193338119735316,0.00048957597010368,0.14666582792997357,0.0016740099255155004,137983.94895833335,37751.89652418011,0.10105186800161992,0.00281844153452066
3,cluster_3,Soft_Dense_MoE,13.548868563440111,3.1189321592937227,0.4894365707869847,0.016018026127192702,0.021319945808499982,0.0009472421480643672,0.14505757474237013,0.0029832102268002995,76130.4341269599,13435.053623594193,0.09082473028037279,0.0027043065267173664
4,Mean,Soft_Dense_MoE,13.221920204162597,2.0063835208893845,0.48837805434790504,0.009066703452194102,0.019255867607770778,0.0006804623763947734,0.13738013192735332,0.0023831396662106776,237293.93954845006,33992.18930447934,0.09045104507218904,0.002711205824748299
