,cluster,architecture,total_time,time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,cluster_0,TopK_BiLSTM_MoE,53.48288734312411,1.7325373508077158,0.01636839861533151,0.0005024949505838859,0.1260164842285491,0.001952152923845479,323321.3599537037,45572.811901438334,0.07823629697991737,0.002866254530585111
1,cluster_1,TopK_BiLSTM_MoE,55.663866678873696,1.7319803865127317,0.0174171235412359,0.0007817451144017,0.131951759258906,0.0029639196227109,431615.0729166667,69795.31053034774,0.0923680315415064,0.0007407645712845
2,cluster_2,TopK_BiLSTM_MoE,59.5823740641276,1.725139709883274,0.020986584077278703,0.0011131341594171802,0.14382615089416498,0.0035959501440024195,147211.59401041665,46199.7542313202,0.09935779372851053,0.0030395331364332402
3,cluster_3,TopK_BiLSTM_MoE,50.14530861377716,1.739418837485309,0.02129664111675482,0.0009177155748891333,0.14512416140900716,0.002958786919667383,91368.5255694919,25164.585344668158,0.09232742091019942,0.004551582227618984
4,Mean,TopK_BiLSTM_MoE,54.71860917497564,1.7322690711722577,0.019017186837650232,0.0008287724498229748,0.13672963894765683,0.0028677024025565456,248379.13811256972,46683.115501943605,0.09057238579003343,0.0027995336164804586
