,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,dense_topk_with_loss,25.011328411102294,1.233473652282857,0.023938586190342902,0.0010989420311415122,0.15468851625919341,0.0035441029259193784,350311.9875,126412.63650600256,0.09835356771945954,0.009768541061449993
1,dense_topk_with_loss,26.301277303695677,1.2370353276426307,0.016375717334449293,0.0017242955156062507,0.12783096432685853,0.0066107844445359035,142765.7421875,78686.19356078639,0.08584504127502442,0.009245212222963706
2,dense_topk_with_loss,33.955325269699095,1.2338037592666056,0.013029863126575947,0.0003802226734198657,0.11413871496915817,0.001664663329738356,73034.90390625,7688.425578930215,0.07210227847099304,0.005210960800731434
3,dense_topk_with_loss,21.293693161010744,1.261366968257714,0.005509773176163435,0.0010274576533523148,0.0739832267165184,0.006731933535953727,54019.690625,15142.96025596612,0.04841375052928924,0.008523337964097445
4,dense_topk_with_loss,23.302888107299804,1.244773903672505,0.0055561716668307785,0.0012889104617020552,0.07418066263198853,0.008170127773141704,375880.1625,33438.38599435418,0.05648888275027275,0.011310768839104883
5,dense_topk_with_loss,30.746689224243163,1.2278319428672146,0.020878219231963157,0.0011645279673622915,0.14444881081581115,0.003993776519456784,48282.162109375,31684.735619803738,0.0985001266002655,0.005282483885210729
6,dense_topk_with_loss,21.543101692199706,1.2584919235364675,0.010249565728008747,0.0003875722116287539,0.10122543573379517,0.0019290636575116575,41184.694921875,20717.051477893277,0.06748837530612946,0.0030171385592417267
7,dense_topk_with_loss,40.10129060745239,1.2290217048118959,0.01952957585453987,0.0017040917880578174,0.13964570164680482,0.005984750752235439,14067.679248046876,11260.779410702753,0.09481176286935807,0.0030945317078384976
8,dense_topk_with_loss,29.36767888069153,1.2514971426057353,0.013922121003270149,0.0006160269234138288,0.1179689422249794,0.002610056702875022,56792.347265625,40821.70871406022,0.05390734225511551,0.0021412416018878324
9,dense_topk_with_loss,27.414768171310424,1.2448999378547907,0.015084447152912617,0.00112186802152549,0.1227516382932663,0.004539082941019869,37596.41640625,20776.73824824114,0.0835186555981636,0.0014014336796660002
10,dense_topk_with_loss,29.558773517608643,1.2380897778239035,0.014061956480145455,0.0010424770540178308,0.11852080523967742,0.004297590454283892,66043.290625,25031.774937298913,0.08286954015493393,0.008143190983970369
11,dense_topk_with_loss,33.43882870674133,1.2331647087973236,0.014463654719293118,0.002373106408425337,0.11995206475257873,0.00969257530114785,154380.59375,17420.33876228512,0.08572597950696945,0.00882640473566264
12,dense_topk_with_loss,23.603003787994385,1.2594187001780277,0.01958465427160263,0.0006361634579792197,0.13993053138256073,0.0022642373118023657,59346.1791015625,25784.971498866707,0.08133401125669479,0.0017237019774995616
13,dense_topk_with_loss,29.815362691879272,1.2483688000323159,0.012891682796180248,0.00143079254483008,0.1134005606174469,0.00632409860211472,507831.2125,121949.22255785613,0.08349641561508178,0.006325079476971842
14,dense_topk_with_loss,22.717559480667113,1.2588417049971494,0.008291406463831663,0.000990987851619621,0.09093263447284698,0.005322436424965634,244928.915625,30268.59140160723,0.06285661980509757,0.008979973794311483
15,dense_topk_with_loss,36.90737380981445,1.243999363557473,0.023093177750706673,0.0022884633052039135,0.151816463470459,0.007494908409266657,75565.66640625,18183.872266795224,0.10539989024400712,0.007176989701085306
16,dense_topk_with_loss,41.19214973449707,1.2219032876321247,0.026636715233325958,0.001436343763975351,0.16316033601760865,0.00439020497786789,111940.220703125,60151.8634777644,0.11931819766759873,0.006297105437352447
17,dense_topk_with_loss,39.401362133026126,1.239041500633781,0.015656610764563084,0.000628408497888098,0.12510597556829453,0.002526201521979888,107702.365625,7111.443783119054,0.08642555624246598,0.0035435483382303713
18,dense_topk_with_loss,19.36087040901184,1.264645234743754,0.013615950383245945,0.0010585227498895143,0.11661785840988159,0.0045034862065860114,48710.92241210937,31044.824619332532,0.06259294226765633,0.004412569826573135
19,dense_topk_with_loss,30.74633765220642,1.2514973449669662,0.014662377908825875,0.003420035161489844,0.12049861252307892,0.013344575149615411,202142.875,61865.655936497795,0.07600892186164857,0.01261699817829457
20,dense_topk_with_loss,44.91614651679993,1.2382715443149057,0.015949613228440285,0.0030428488247777534,0.12586928755044938,0.01153989758200272,97259.14140625,40319.49392202061,0.09598140716552735,0.008592909773663103
21,dense_topk_with_loss,20.29864845275879,1.2782189480489465,0.01600795779377222,0.00040871588749948913,0.1265143170952797,0.0016144066107603335,38944.4375,9617.891652730757,0.08379821330308915,0.003836615145045372
22,dense_topk_with_loss,29.555769968032838,1.2648029278136872,0.01470006313174963,0.0004517822181774901,0.12123236954212188,0.0018627441491654681,48459.81875,27510.99089658733,0.07674299478530884,0.0037749491256179445
23,dense_topk_with_loss,40.323430967330935,1.233437384936289,0.009670041501522064,0.0004953889378759185,0.09831027239561081,0.0025327446824010107,75542.00625,25351.116446156793,0.07365861982107162,0.004751003706453785
24,dense_topk_with_loss,21.648162174224854,1.2712351474287285,0.037977532297372815,0.0036992552842154826,0.19469601213932036,0.009420275152111983,263957.378125,85761.45832738187,0.12545791417360305,0.011674559528798086
25,dense_topk_with_loss,29.022980165481567,1.246168181261459,0.021718670055270194,0.000756938325483923,0.14735473394393922,0.0025622676006774405,113035.21640625,66215.3729831563,0.10401791781187057,0.0034819489886186135
26,dense_topk_with_loss,44.74422335624695,1.2377126365750253,0.010891574993729591,0.0006041731068768408,0.10433058738708496,0.0028947443688732647,219545.753125,27435.069646560867,0.06320245265960693,0.0023755081813632527
27,dense_topk_with_loss,35.47484350204468,1.2811436419258253,0.014666530676186085,0.0027654613819025763,0.12071448415517808,0.010871042377385298,227572.684375,71794.70469953108,0.07317754328250885,0.013094639516400882
28,dense_topk_with_loss,27.03167004585266,1.2793603342879902,0.019626246765255928,0.0014821515148898765,0.14001437723636628,0.005270155775949107,110352.0728515625,68837.29933454198,0.095854552090168,0.004378353374020508
29,dense_topk_with_loss,33.814999437332155,1.2571920378361436,0.024220610782504082,0.002375139619816714,0.15548297464847566,0.0075543439116179485,60756.48671875,36850.93141093335,0.10054018050432205,0.006178346430742335
