,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,dense_soft_with_loss,23.71728057861328,0.7527683838740787,0.02319664806127548,0.0006170368995758693,0.15229367315769196,0.002026211386627362,365482.61875,101695.84613645183,0.09794250577688217,0.007057361834567776
1,dense_soft_with_loss,13.062938737869263,0.7810146477385465,0.014666218683123589,0.0005923122982851928,0.12108440548181534,0.0024457694695202373,114911.47109375,68915.88658121628,0.07683344185352325,0.0029569635005523157
2,dense_soft_with_loss,20.621136903762817,0.7591100705172666,0.013299441896378994,0.0005649155537062404,0.11530251652002335,0.002442157599212012,86861.8328125,32567.68318148278,0.07049987912178039,0.0028802405776641
3,dense_soft_with_loss,14.572874784469604,0.7719011041789879,0.004284377815201879,0.0005735759834925283,0.06533940285444259,0.004350309548787492,43046.47265625,14016.567262021874,0.0394530676305294,0.005155148113376671
4,dense_soft_with_loss,18.881095981597902,0.75666832726064,0.005400149151682854,0.0016591007250204514,0.07287103980779648,0.010604297464172832,251712.85625,138746.77779418815,0.052061601728200915,0.017221967108898815
5,dense_soft_with_loss,21.04187755584717,0.762929927971456,0.020202217623591423,0.0007664094356535139,0.14211449027061462,0.002666762663473312,57792.462109375,23118.900938835337,0.09694139659404755,0.005207284868959694
6,dense_soft_with_loss,17.035097694396974,0.7737833187693641,0.009906594641506672,0.0006243933514321013,0.09949291497468948,0.0031133581050491054,44010.634375,19107.19865401894,0.06744115427136421,0.009341704686338385
7,dense_soft_with_loss,17.720323467254637,0.7619476358776016,0.0184836957603693,0.0016453665772865954,0.13584819436073303,0.006017014341379449,21320.65986328125,12678.37020096543,0.08965005129575729,0.0017074129115012414
8,dense_soft_with_loss,22.466313505172728,0.7582070785614372,0.013798472471535206,0.00033137512921647586,0.11746018379926682,0.0014042334028796506,52199.791796875,26273.116620094133,0.05190902501344681,0.00206378048767097
9,dense_soft_with_loss,18.67470803260803,0.7583977870690279,0.01436935067176819,0.0008828833043379186,0.11982729285955429,0.0036692611808284816,22666.56123046875,16143.618490709641,0.08295683115720749,0.0012066273146773144
10,dense_soft_with_loss,26.307968139648438,0.7730302121690099,0.01304460559040308,0.0010417844799537007,0.11413995027542115,0.0045658531427913715,53429.62734375,14102.018352423458,0.0766024187207222,0.003844713083527561
11,dense_soft_with_loss,21.78669481277466,0.7643885540833161,0.01340563241392374,0.0019393934273086119,0.11555310189723969,0.008148060272176053,142533.0375,8432.835765776746,0.08003593385219573,0.008633057425491983
12,dense_soft_with_loss,20.05217776298523,0.7657400169750564,0.020189055055379868,0.000825046800017033,0.14206430613994597,0.0029129163658770745,45875.94765625,28099.826638964365,0.08031597137451171,0.0029844791440416735
13,dense_soft_with_loss,18.38339557647705,0.7751475584670516,0.012235701084136963,0.0035059132232319813,0.109809310734272,0.014900344475547927,477388.84375,96521.92932463485,0.07642137110233307,0.015401481314852656
14,dense_soft_with_loss,17.252181339263917,0.772194018936643,0.00876755164936185,0.0008664099113197691,0.09354464411735534,0.004603192830344312,263588.7375,18007.161665636486,0.06601022705435752,0.005734883958876517
15,dense_soft_with_loss,29.799309635162352,0.7540249096989055,0.020149585232138632,0.0004510773423112312,0.1419420689344406,0.0015945638118975488,86550.5484375,26247.97315790989,0.09925646781921386,0.004837175472178053
16,dense_soft_with_loss,22.082138776779175,0.7531451727691068,0.027703356370329855,0.0016845503305949175,0.1663808375597,0.005095673834289582,122569.19375,43479.508402840525,0.11785262376070023,0.004389381094541009
17,dense_soft_with_loss,20.696949577331544,0.7588262168662248,0.015642736665904523,0.00044253105519261916,0.12506103962659837,0.0017581774364939713,111804.84375,13677.71735600313,0.08812756240367889,0.0036561801878621024
