time,index,temp,dwpt,rhum,wdir,wspd,pres
2012-07-02 00:00:00,4,1.2,0.2,93.0,,0.0,1015.3
2012-07-02 01:00:00,4,1.2,0.2,93.0,,0.0,1015.3
2012-07-02 02:00:00,4,1.2,0.2,93.0,,0.0,1015.3
2012-07-02 03:00:00,5,0.2,-0.2,97.0,330.0,9.4,1014.5
2012-07-02 04:00:00,5,0.2,-0.2,97.0,330.0,9.4,1014.5
2012-07-02 05:00:00,5,0.2,-0.2,97.0,330.0,9.4,1014.5
2012-07-02 06:00:00,6,-0.4,-0.7,98.0,140.0,5.4,1015.0
2012-07-02 07:00:00,6,-0.4,-0.7,98.0,140.0,5.4,1015.0
2012-07-02 08:00:00,6,-0.4,-0.7,98.0,140.0,5.4,1015.0
2012-07-02 09:00:00,7,9.9,4.7,70.0,350.0,9.4,1016.4
2012-07-02 10:00:00,7,9.9,4.7,70.0,350.0,9.4,1016.4
2012-07-02 11:00:00,7,9.9,4.7,70.0,350.0,9.4,1016.4
2012-07-02 12:00:00,8,14.5,2.1,43.0,250.0,27.7,1016.2
2012-07-02 13:00:00,8,14.5,2.1,43.0,250.0,27.7,1016.2
2012-07-02 14:00:00,8,14.5,2.1,43.0,250.0,27.7,1016.2
2012-07-02 15:00:00,9,14.6,1.8,42.0,260.0,27.7,1016.2
2012-07-02 16:00:00,9,14.6,1.8,42.0,260.0,27.7,1016.2
2012-07-02 17:00:00,9,14.6,1.8,42.0,260.0,27.7,1016.2
2012-07-02 18:00:00,10,9.8,2.2,59.0,250.0,7.6,1017.7
2012-07-02 19:00:00,10,9.8,2.2,59.0,250.0,7.6,1017.7
2012-07-02 20:00:00,10,9.8,2.2,59.0,250.0,7.6,1017.7
2012-07-02 21:00:00,11,8.1,2.3,67.0,220.0,5.4,1019.1
2012-07-02 22:00:00,11,8.1,2.3,67.0,220.0,5.4,1019.1
2012-07-02 23:00:00,11,8.1,2.3,67.0,220.0,5.4,1019.1
2012-07-03 00:00:00,12,6.4,2.5,76.0,270.0,3.6,1019.4
2012-07-03 01:00:00,12,6.4,2.5,76.0,270.0,3.6,1019.4
2012-07-03 02:00:00,12,6.4,2.5,76.0,270.0,3.6,1019.4
2012-07-03 03:00:00,13,1.2,0.2,93.0,190.0,9.4,1019.0
2012-07-03 04:00:00,13,1.2,0.2,93.0,190.0,9.4,1019.0
2012-07-03 05:00:00,13,1.2,0.2,93.0,190.0,9.4,1019.0
2012-07-03 06:00:00,14,0.1,-0.8,94.0,160.0,7.6,1019.7
2012-07-03 07:00:00,14,0.1,-0.8,94.0,160.0,7.6,1019.7
2012-07-03 08:00:00,14,0.1,-0.8,94.0,160.0,7.6,1019.7
2012-07-03 09:00:00,15,6.4,3.4,81.0,170.0,5.4,1021.0
2012-07-03 10:00:00,15,6.4,3.4,81.0,170.0,5.4,1021.0
2012-07-03 11:00:00,15,6.4,3.4,81.0,170.0,5.4,1021.0
2012-07-03 12:00:00,16,13.6,1.9,45.0,250.0,18.4,1019.6
2012-07-03 13:00:00,16,13.6,1.9,45.0,250.0,18.4,1019.6
2012-07-03 14:00:00,16,13.6,1.9,45.0,250.0,18.4,1019.6
2012-07-03 15:00:00,17,15.5,0.9,37.0,240.0,16.6,1018.2
2012-07-03 16:00:00,17,15.5,0.9,37.0,240.0,16.6,1018.2
2012-07-03 17:00:00,17,15.5,0.9,37.0,240.0,16.6,1018.2
2012-07-03 18:00:00,18,8.1,3.4,72.0,300.0,5.4,1019.6
2012-07-03 19:00:00,18,8.1,3.4,72.0,300.0,5.4,1019.6
2012-07-03 20:00:00,18,8.1,3.4,72.0,300.0,5.4,1019.6
2012-07-03 21:00:00,19,4.7,0.8,76.0,120.0,3.6,1021.0
2012-07-03 22:00:00,19,4.7,0.8,76.0,120.0,3.6,1021.0
2012-07-03 23:00:00,19,4.7,0.8,76.0,120.0,3.6,1021.0
2012-07-04 00:00:00,20,4.6,1.8,82.0,160.0,9.4,1021.8
2012-07-04 01:00:00,20,4.6,1.8,82.0,160.0,9.4,1021.8
2012-07-04 02:00:00,20,4.6,1.8,82.0,160.0,9.4,1021.8
2012-07-04 03:00:00,21,2.6,-0.2,82.0,170.0,7.6,1022.3
2012-07-04 04:00:00,21,2.6,-0.2,82.0,170.0,7.6,1022.3
2012-07-04 05:00:00,21,2.6,-0.2,82.0,170.0,7.6,1022.3
2012-07-04 06:00:00,22,4.5,1.0,78.0,250.0,3.6,1023.6
2012-07-04 07:00:00,22,4.5,1.0,78.0,250.0,3.6,1023.6
2012-07-04 08:00:00,22,4.5,1.0,78.0,250.0,3.6,1023.6
2012-07-04 09:00:00,23,10.7,2.0,55.0,220.0,18.4,1025.3
2012-07-04 10:00:00,23,10.7,2.0,55.0,220.0,18.4,1025.3
2012-07-04 11:00:00,23,10.7,2.0,55.0,220.0,18.4,1025.3
2012-07-04 12:00:00,24,14.6,1.1,40.0,200.0,20.5,1025.6
2012-07-04 13:00:00,24,14.6,1.1,40.0,200.0,20.5,1025.6
2012-07-04 14:00:00,24,14.6,1.1,40.0,200.0,20.5,1025.6
2012-07-04 15:00:00,25,15.0,1.1,39.0,210.0,14.8,1025.3
2012-07-04 16:00:00,25,15.0,1.1,39.0,210.0,14.8,1025.3
2012-07-04 17:00:00,25,15.0,1.1,39.0,210.0,14.8,1025.3
2012-07-04 18:00:00,26,10.3,3.3,62.0,180.0,9.4,1027.3
2012-07-04 19:00:00,26,10.3,3.3,62.0,180.0,9.4,1027.3
2012-07-04 20:00:00,26,10.3,3.3,62.0,180.0,9.4,1027.3
2012-07-04 21:00:00,27,5.5,2.5,81.0,,0.0,1028.5
2012-07-04 22:00:00,27,5.5,2.5,81.0,,0.0,1028.5
2012-07-04 23:00:00,27,5.5,2.5,81.0,,0.0,1028.5
2012-07-05 00:00:00,28,5.8,2.6,80.0,230.0,1.8,1029.3
2012-07-05 01:00:00,28,5.8,2.6,80.0,230.0,1.8,1029.3
2012-07-05 02:00:00,28,5.8,2.6,80.0,230.0,1.8,1029.3
2012-07-05 03:00:00,29,9.5,2.3,61.0,220.0,14.8,1029.2
2012-07-05 04:00:00,29,9.5,2.3,61.0,220.0,14.8,1029.2
2012-07-05 05:00:00,29,9.5,2.3,61.0,220.0,14.8,1029.2
2012-07-05 06:00:00,30,9.4,2.9,64.0,230.0,11.2,1030.1
2012-07-05 07:00:00,30,9.4,2.9,64.0,230.0,11.2,1030.1
2012-07-05 08:00:00,30,9.4,2.9,64.0,230.0,11.2,1030.1
2012-07-05 09:00:00,31,10.1,3.4,63.0,220.0,13.0,1032.0
2012-07-05 10:00:00,31,10.1,3.4,63.0,220.0,13.0,1032.0
2012-07-05 11:00:00,31,10.1,3.4,63.0,220.0,13.0,1032.0
2012-07-05 12:00:00,32,13.0,4.7,57.0,190.0,22.3,1031.9
2012-07-05 13:00:00,32,13.0,4.7,57.0,190.0,22.3,1031.9
2012-07-05 14:00:00,32,13.0,4.7,57.0,190.0,22.3,1031.9
2012-07-05 15:00:00,33,14.2,4.5,52.0,180.0,18.4,1030.8
2012-07-05 16:00:00,33,14.2,4.5,52.0,180.0,18.4,1030.8
2012-07-05 17:00:00,33,14.2,4.5,52.0,180.0,18.4,1030.8
2012-07-05 18:00:00,34,10.1,6.1,76.0,200.0,7.6,1031.9
2012-07-05 19:00:00,34,10.1,6.1,76.0,200.0,7.6,1031.9
2012-07-05 20:00:00,34,10.1,6.1,76.0,200.0,7.6,1031.9
2012-07-05 21:00:00,35,9.7,6.6,81.0,220.0,13.0,1033.0
2012-07-05 22:00:00,35,9.7,6.6,81.0,220.0,13.0,1033.0
2012-07-05 23:00:00,35,9.7,6.6,81.0,220.0,13.0,1033.0
2012-07-06 00:00:00,36,10.1,7.0,81.0,220.0,11.2,1033.3
2012-07-06 01:00:00,36,10.1,7.0,81.0,220.0,11.2,1033.3
2012-07-06 02:00:00,36,10.1,7.0,81.0,220.0,11.2,1033.3
2012-07-06 03:00:00,37,8.8,5.7,81.0,210.0,7.6,1032.8
2012-07-06 04:00:00,37,8.8,5.7,81.0,210.0,7.6,1032.8
2012-07-06 05:00:00,37,8.8,5.7,81.0,210.0,7.6,1032.8
2012-07-06 06:00:00,38,9.1,6.0,81.0,210.0,9.4,1033.2
2012-07-06 07:00:00,38,9.1,6.0,81.0,210.0,9.4,1033.2
2012-07-06 08:00:00,38,9.1,6.0,81.0,210.0,9.4,1033.2
2012-07-06 09:00:00,39,11.4,4.8,64.0,220.0,16.6,1033.9
2012-07-06 10:00:00,39,11.4,4.8,64.0,220.0,16.6,1033.9
2012-07-06 11:00:00,39,11.4,4.8,64.0,220.0,16.6,1033.9
2012-07-06 12:00:00,40,14.8,4.8,51.0,190.0,14.8,1033.1
2012-07-06 13:00:00,40,14.8,4.8,51.0,190.0,14.8,1033.1
2012-07-06 14:00:00,40,14.8,4.8,51.0,190.0,14.8,1033.1
2012-07-06 15:00:00,41,14.1,2.3,45.0,180.0,13.0,1031.6
2012-07-06 16:00:00,41,14.1,2.3,45.0,180.0,13.0,1031.6
2012-07-06 17:00:00,41,14.1,2.3,45.0,180.0,13.0,1031.6
2012-07-06 18:00:00,42,8.1,3.4,72.0,230.0,5.4,1032.1
2012-07-06 19:00:00,42,8.1,3.4,72.0,230.0,5.4,1032.1
2012-07-06 20:00:00,42,8.1,3.4,72.0,230.0,5.4,1032.1
2012-07-06 21:00:00,43,5.0,3.7,91.0,,0.0,1032.8
2012-07-06 22:00:00,43,5.0,3.7,91.0,,0.0,1032.8
2012-07-06 23:00:00,43,5.0,3.7,91.0,,0.0,1032.8
2012-07-07 00:00:00,44,7.0,5.0,87.0,340.0,7.6,1032.3
2012-07-07 01:00:00,44,7.0,5.0,87.0,340.0,7.6,1032.3
2012-07-07 02:00:00,44,7.0,5.0,87.0,340.0,7.6,1032.3
2012-07-07 03:00:00,45,7.6,4.7,82.0,,0.0,1032.1
2012-07-07 04:00:00,45,7.6,4.7,82.0,,0.0,1032.1
2012-07-07 05:00:00,45,7.6,4.7,82.0,,0.0,1032.1
2012-07-07 06:00:00,46,7.7,4.3,79.0,,0.0,1032.0
2012-07-07 07:00:00,46,7.7,4.3,79.0,,0.0,1032.0
2012-07-07 08:00:00,46,7.7,4.3,79.0,,0.0,1032.0
2012-07-07 09:00:00,47,10.6,5.1,69.0,240.0,7.6,1033.0
2012-07-07 10:00:00,47,10.6,5.1,69.0,240.0,7.6,1033.0
2012-07-07 11:00:00,47,10.6,5.1,69.0,240.0,7.6,1033.0
2012-07-07 12:00:00,48,14.7,6.5,58.0,230.0,5.4,1032.1
2012-07-07 13:00:00,48,14.7,6.5,58.0,230.0,5.4,1032.1
2012-07-07 14:00:00,48,14.7,6.5,58.0,230.0,5.4,1032.1
2012-07-07 15:00:00,49,14.8,6.4,57.0,120.0,1.8,1030.6
2012-07-07 16:00:00,49,14.8,6.4,57.0,120.0,1.8,1030.6
2012-07-07 17:00:00,49,14.8,6.4,57.0,120.0,1.8,1030.6
2012-07-07 18:00:00,50,12.5,7.4,71.0,,0.0,1030.7
2012-07-07 19:00:00,50,12.5,7.4,71.0,,0.0,1030.7
2012-07-07 20:00:00,50,12.5,7.4,71.0,,0.0,1030.7
2012-07-07 21:00:00,51,10.7,8.3,85.0,,0.0,1031.3
2012-07-07 22:00:00,51,10.7,8.3,85.0,,0.0,1031.3
2012-07-07 23:00:00,51,10.7,8.3,85.0,,0.0,1031.3
2012-07-08 00:00:00,52,9.8,7.4,85.0,,0.0,1031.2
2012-07-08 01:00:00,52,9.8,7.4,85.0,,0.0,1031.2
2012-07-08 02:00:00,52,9.8,7.4,85.0,,0.0,1031.2
2012-07-08 03:00:00,53,6.6,6.3,98.0,,0.0,1030.5
2012-07-08 04:00:00,53,6.6,6.3,98.0,,0.0,1030.5
2012-07-08 05:00:00,53,6.6,6.3,98.0,,0.0,1030.5
2012-07-08 06:00:00,54,4.8,4.7,99.0,190.0,5.4,1030.8
2012-07-08 07:00:00,54,4.8,4.7,99.0,190.0,5.4,1030.8
2012-07-08 08:00:00,54,4.8,4.7,99.0,190.0,5.4,1030.8
2012-07-08 09:00:00,55,7.3,6.1,92.0,,0.0,1031.7
2012-07-08 10:00:00,55,7.3,6.1,92.0,,0.0,1031.7
2012-07-08 11:00:00,55,7.3,6.1,92.0,,0.0,1031.7
2012-07-08 12:00:00,56,16.5,7.7,56.0,330.0,3.6,1030.1
2012-07-08 13:00:00,56,16.5,7.7,56.0,330.0,3.6,1030.1
2012-07-08 14:00:00,56,16.5,7.7,56.0,330.0,3.6,1030.1
2012-07-08 15:00:00,57,15.9,7.4,57.0,30.0,9.4,1028.1
2012-07-08 16:00:00,57,15.9,7.4,57.0,30.0,9.4,1028.1
2012-07-08 17:00:00,57,15.9,7.4,57.0,30.0,9.4,1028.1
2012-07-08 18:00:00,58,12.3,8.2,76.0,80.0,11.2,1028.7
2012-07-08 19:00:00,58,12.3,8.2,76.0,80.0,11.2,1028.7
2012-07-08 20:00:00,58,12.3,8.2,76.0,80.0,11.2,1028.7
2012-07-08 21:00:00,59,8.1,7.7,97.0,,0.0,1029.8
2012-07-08 22:00:00,59,8.1,7.7,97.0,,0.0,1029.8
2012-07-08 23:00:00,59,8.1,7.7,97.0,,0.0,1029.8
2012-07-09 00:00:00,60,5.8,4.9,94.0,,0.0,1029.7
2012-07-09 01:00:00,60,5.8,4.9,94.0,,0.0,1029.7
2012-07-09 02:00:00,60,5.8,4.9,94.0,,0.0,1029.7
2012-07-09 03:00:00,61,2.8,2.5,98.0,,0.0,1029.1
2012-07-09 04:00:00,61,2.8,2.5,98.0,,0.0,1029.1
2012-07-09 05:00:00,61,2.8,2.5,98.0,,0.0,1029.1
2012-07-09 06:00:00,62,1.4,1.3,99.0,,0.0,1029.5
2012-07-09 07:00:00,62,1.4,1.3,99.0,,0.0,1029.5
2012-07-09 08:00:00,62,1.4,1.3,99.0,,0.0,1029.5
2012-07-09 09:00:00,63,6.8,6.4,97.0,160.0,5.4,1030.7
2012-07-09 10:00:00,63,6.8,6.4,97.0,160.0,5.4,1030.7
2012-07-09 11:00:00,63,6.8,6.4,97.0,160.0,5.4,1030.7
2012-07-09 12:00:00,64,15.9,8.6,62.0,60.0,1.8,1028.7
2012-07-09 13:00:00,64,15.9,8.6,62.0,60.0,1.8,1028.7
2012-07-09 14:00:00,64,15.9,8.6,62.0,60.0,1.8,1028.7
2012-07-09 15:00:00,65,17.5,7.8,53.0,30.0,13.0,1026.5
2012-07-09 16:00:00,65,17.5,7.8,53.0,30.0,13.0,1026.5
2012-07-09 17:00:00,65,17.5,7.8,53.0,30.0,13.0,1026.5
2012-07-09 18:00:00,66,10.8,7.8,82.0,,0.0,1026.7
2012-07-09 19:00:00,66,10.8,7.8,82.0,,0.0,1026.7
2012-07-09 20:00:00,66,10.8,7.8,82.0,,0.0,1026.7
2012-07-09 21:00:00,67,8.1,7.5,96.0,,0.0,1027.4
2012-07-09 22:00:00,67,8.1,7.5,96.0,,0.0,1027.4
2012-07-09 23:00:00,67,8.1,7.5,96.0,,0.0,1027.4
2012-07-10 00:00:00,68,5.6,5.5,99.0,190.0,1.8,1026.9
2012-07-10 01:00:00,68,5.6,5.5,99.0,190.0,1.8,1026.9
2012-07-10 02:00:00,68,5.6,5.5,99.0,190.0,1.8,1026.9
2012-07-10 03:00:00,69,3.8,3.7,99.0,,0.0,1026.3
2012-07-10 04:00:00,69,3.8,3.7,99.0,,0.0,1026.3
2012-07-10 05:00:00,69,3.8,3.7,99.0,,0.0,1026.3
2012-07-10 06:00:00,70,2.5,2.4,99.0,,0.0,1026.0
2012-07-10 07:00:00,70,2.5,2.4,99.0,,0.0,1026.0
2012-07-10 08:00:00,70,2.5,2.4,99.0,,0.0,1026.0
2012-07-10 09:00:00,71,6.1,6.0,99.0,,0.0,1027.0
2012-07-10 10:00:00,71,6.1,6.0,99.0,,0.0,1027.0
2012-07-10 11:00:00,71,6.1,6.0,99.0,,0.0,1027.0
2012-07-10 12:00:00,72,12.9,9.9,82.0,,0.0,1024.2
2012-07-10 13:00:00,72,12.9,9.9,82.0,,0.0,1024.2
2012-07-10 14:00:00,72,12.9,9.9,82.0,,0.0,1024.2
2012-07-10 15:00:00,73,14.1,9.7,75.0,20.0,7.6,1021.5
2012-07-10 16:00:00,73,14.1,9.7,75.0,20.0,7.6,1021.5
2012-07-10 17:00:00,73,14.1,9.7,75.0,20.0,7.6,1021.5
2012-07-10 18:00:00,74,11.3,10.5,95.0,,0.0,1020.3
2012-07-10 19:00:00,74,11.3,10.5,95.0,,0.0,1020.3
2012-07-10 20:00:00,74,11.3,10.5,95.0,,0.0,1020.3
2012-07-10 21:00:00,75,10.3,10.1,99.0,360.0,1.8,1020.1
2012-07-10 22:00:00,75,10.3,10.1,99.0,360.0,1.8,1020.1
2012-07-10 23:00:00,75,10.3,10.1,99.0,360.0,1.8,1020.1
2012-07-11 00:00:00,76,10.3,10.1,99.0,,0.0,1018.5
2012-07-11 01:00:00,76,10.3,10.1,99.0,,0.0,1018.5
2012-07-11 02:00:00,76,10.3,10.1,99.0,,0.0,1018.5
2012-07-11 03:00:00,77,11.0,10.2,95.0,70.0,11.2,1018.0
2012-07-11 04:00:00,77,11.0,10.2,95.0,70.0,11.2,1018.0
2012-07-11 05:00:00,77,11.0,10.2,95.0,70.0,11.2,1018.0
2012-07-11 06:00:00,78,7.9,7.8,99.0,180.0,7.6,1018.9
2012-07-11 07:00:00,78,7.9,7.8,99.0,180.0,7.6,1018.9
2012-07-11 08:00:00,78,7.9,7.8,99.0,180.0,7.6,1018.9
2012-07-11 09:00:00,79,9.4,9.3,99.0,,0.0,1019.8
2012-07-11 10:00:00,79,9.4,9.3,99.0,,0.0,1019.8
2012-07-11 11:00:00,79,9.4,9.3,99.0,,0.0,1019.8
2012-07-11 12:00:00,80,18.4,8.1,51.0,340.0,14.8,1018.0
2012-07-11 13:00:00,80,18.4,8.1,51.0,340.0,14.8,1018.0
2012-07-11 14:00:00,80,18.4,8.1,51.0,340.0,14.8,1018.0
2012-07-11 15:00:00,81,19.6,5.3,39.0,330.0,14.8,1017.1
2012-07-11 16:00:00,81,19.6,5.3,39.0,330.0,14.8,1017.1
2012-07-11 17:00:00,81,19.6,5.3,39.0,330.0,14.8,1017.1
2012-07-11 18:00:00,82,13.9,6.3,60.0,,0.0,1018.5
2012-07-11 19:00:00,82,13.9,6.3,60.0,,0.0,1018.5
2012-07-11 20:00:00,82,13.9,6.3,60.0,,0.0,1018.5
2012-07-11 21:00:00,83,7.9,6.7,92.0,180.0,9.4,1019.5
2012-07-11 22:00:00,83,7.9,6.7,92.0,180.0,9.4,1019.5
2012-07-11 23:00:00,83,7.9,6.7,92.0,180.0,9.4,1019.5
2012-07-12 00:00:00,84,7.1,6.2,94.0,,0.0,1019.3
2012-07-12 01:00:00,84,7.1,6.2,94.0,,0.0,1019.3
2012-07-12 02:00:00,84,7.1,6.2,94.0,,0.0,1019.3
2012-07-12 03:00:00,85,5.6,5.2,97.0,50.0,5.4,1019.0
2012-07-12 04:00:00,85,5.6,5.2,97.0,50.0,5.4,1019.0
2012-07-12 05:00:00,85,5.6,5.2,97.0,50.0,5.4,1019.0
2012-07-12 06:00:00,86,6.9,6.8,99.0,,0.0,1018.4
2012-07-12 07:00:00,86,6.9,6.8,99.0,,0.0,1018.4
2012-07-12 08:00:00,86,6.9,6.8,99.0,,0.0,1018.4
2012-07-12 09:00:00,87,8.6,8.2,97.0,180.0,5.4,1018.2
2012-07-12 10:00:00,87,8.6,8.2,97.0,180.0,5.4,1018.2
2012-07-12 11:00:00,87,8.6,8.2,97.0,180.0,5.4,1018.2
2012-07-12 12:00:00,88,12.1,9.8,86.0,30.0,5.4,1015.7
2012-07-12 13:00:00,88,12.1,9.8,86.0,30.0,5.4,1015.7
2012-07-12 14:00:00,88,12.1,9.8,86.0,30.0,5.4,1015.7
2012-07-12 15:00:00,89,12.4,10.8,90.0,150.0,7.6,1013.2
2012-07-12 16:00:00,89,12.4,10.8,90.0,150.0,7.6,1013.2
2012-07-12 17:00:00,89,12.4,10.8,90.0,150.0,7.6,1013.2
2012-07-12 18:00:00,90,11.9,11.7,99.0,,0.0,1012.7
2012-07-12 19:00:00,90,11.9,11.7,99.0,,0.0,1012.7
2012-07-12 20:00:00,90,11.9,11.7,99.0,,0.0,1012.7
2012-07-12 21:00:00,91,11.4,11.2,99.0,,0.0,1012.8
2012-07-12 22:00:00,91,11.4,11.2,99.0,,0.0,1012.8
2012-07-12 23:00:00,91,11.4,11.2,99.0,,0.0,1012.8
2012-07-13 00:00:00,92,11.2,11.0,99.0,270.0,7.6,1011.6
2012-07-13 01:00:00,92,11.2,11.0,99.0,270.0,7.6,1011.6
2012-07-13 02:00:00,92,11.2,11.0,99.0,270.0,7.6,1011.6
2012-07-13 03:00:00,93,10.9,10.7,99.0,270.0,3.6,1010.8
2012-07-13 04:00:00,93,10.9,10.7,99.0,270.0,3.6,1010.8
2012-07-13 05:00:00,93,10.9,10.7,99.0,270.0,3.6,1010.8
2012-07-13 06:00:00,94,8.8,8.7,99.0,160.0,5.4,1010.6
2012-07-13 07:00:00,94,8.8,8.7,99.0,160.0,5.4,1010.6
2012-07-13 08:00:00,94,8.8,8.7,99.0,160.0,5.4,1010.6
2012-07-13 09:00:00,95,10.1,9.9,99.0,160.0,5.4,1012.0
2012-07-13 10:00:00,95,10.1,9.9,99.0,160.0,5.4,1012.0
2012-07-13 11:00:00,95,10.1,9.9,99.0,160.0,5.4,1012.0
2012-07-13 12:00:00,96,18.0,13.3,74.0,270.0,1.8,1009.5
2012-07-13 13:00:00,96,18.0,13.3,74.0,270.0,1.8,1009.5
2012-07-13 14:00:00,96,18.0,13.3,74.0,270.0,1.8,1009.5
2012-07-13 15:00:00,97,21.2,13.9,63.0,30.0,16.6,1007.4
2012-07-13 16:00:00,97,21.2,13.9,63.0,30.0,16.6,1007.4
2012-07-13 17:00:00,97,21.2,13.9,63.0,30.0,16.6,1007.4
2012-07-13 18:00:00,98,18.3,6.8,47.0,300.0,14.8,1007.7
2012-07-13 19:00:00,98,18.3,6.8,47.0,300.0,14.8,1007.7
2012-07-13 20:00:00,98,18.3,6.8,47.0,300.0,14.8,1007.7
2012-07-13 21:00:00,99,11.6,5.7,67.0,180.0,3.6,1010.8
2012-07-13 22:00:00,99,11.6,5.7,67.0,180.0,3.6,1010.8
2012-07-13 23:00:00,99,11.6,5.7,67.0,180.0,3.6,1010.8
2012-07-14 00:00:00,100,8.7,6.5,86.0,,0.0,1011.3
2012-07-14 01:00:00,100,8.7,6.5,86.0,,0.0,1011.3
2012-07-14 02:00:00,100,8.7,6.5,86.0,,0.0,1011.3
2012-07-14 03:00:00,101,7.3,6.9,97.0,,0.0,1011.3
2012-07-14 04:00:00,101,7.3,6.9,97.0,,0.0,1011.3
2012-07-14 05:00:00,101,7.3,6.9,97.0,,0.0,1011.3
2012-07-14 06:00:00,102,5.2,4.9,98.0,220.0,3.6,1011.5
2012-07-14 07:00:00,102,5.2,4.9,98.0,220.0,3.6,1011.5
2012-07-14 08:00:00,102,5.2,4.9,98.0,220.0,3.6,1011.5
2012-07-14 09:00:00,103,8.8,6.1,83.0,160.0,7.6,1013.5
2012-07-14 10:00:00,103,8.8,6.1,83.0,160.0,7.6,1013.5
2012-07-14 11:00:00,103,8.8,6.1,83.0,160.0,7.6,1013.5
2012-07-14 12:00:00,104,18.4,4.2,39.0,280.0,16.6,1011.4
2012-07-14 13:00:00,104,18.4,4.2,39.0,280.0,16.6,1011.4
2012-07-14 14:00:00,104,18.4,4.2,39.0,280.0,16.6,1011.4
2012-07-14 15:00:00,105,18.5,3.1,36.0,320.0,20.5,1009.5
2012-07-14 16:00:00,105,18.5,3.1,36.0,320.0,20.5,1009.5
2012-07-14 17:00:00,105,18.5,3.1,36.0,320.0,20.5,1009.5
2012-07-14 18:00:00,106,12.1,2.8,53.0,310.0,7.6,1011.7
2012-07-14 19:00:00,106,12.1,2.8,53.0,310.0,7.6,1011.7
2012-07-14 20:00:00,106,12.1,2.8,53.0,310.0,7.6,1011.7
2012-07-14 21:00:00,107,6.4,3.7,83.0,20.0,5.4,1013.4
2012-07-14 22:00:00,107,6.4,3.7,83.0,20.0,5.4,1013.4
2012-07-14 23:00:00,107,6.4,3.7,83.0,20.0,5.4,1013.4
2012-07-15 00:00:00,108,4.3,3.3,93.0,,0.0,1013.7
2012-07-15 01:00:00,108,4.3,3.3,93.0,,0.0,1013.7
2012-07-15 02:00:00,108,4.3,3.3,93.0,,0.0,1013.7
2012-07-15 03:00:00,109,3.3,1.8,90.0,210.0,7.6,1013.6
2012-07-15 04:00:00,109,3.3,1.8,90.0,210.0,7.6,1013.6
2012-07-15 05:00:00,109,3.3,1.8,90.0,210.0,7.6,1013.6
2012-07-15 06:00:00,110,3.2,1.1,86.0,320.0,5.4,1014.4
2012-07-15 07:00:00,110,3.2,1.1,86.0,320.0,5.4,1014.4
2012-07-15 08:00:00,110,3.2,1.1,86.0,320.0,5.4,1014.4
2012-07-15 09:00:00,111,11.7,4.4,61.0,260.0,9.4,1017.4
2012-07-15 10:00:00,111,11.7,4.4,61.0,260.0,9.4,1017.4
2012-07-15 11:00:00,111,11.7,4.4,61.0,260.0,9.4,1017.4
2012-07-15 12:00:00,112,16.1,3.8,44.0,270.0,18.4,1017.3
2012-07-15 13:00:00,112,16.1,3.8,44.0,270.0,18.4,1017.3
2012-07-15 14:00:00,112,16.1,3.8,44.0,270.0,18.4,1017.3
2012-07-15 15:00:00,113,15.1,2.9,44.0,240.0,27.7,1017.6
2012-07-15 16:00:00,113,15.1,2.9,44.0,240.0,27.7,1017.6
2012-07-15 17:00:00,113,15.1,2.9,44.0,240.0,27.7,1017.6
2012-07-15 18:00:00,114,10.4,1.2,53.0,270.0,22.3,1021.0
2012-07-15 19:00:00,114,10.4,1.2,53.0,270.0,22.3,1021.0
2012-07-15 20:00:00,114,10.4,1.2,53.0,270.0,22.3,1021.0
2012-07-15 21:00:00,115,8.5,0.7,58.0,240.0,9.4,1022.8
2012-07-15 22:00:00,115,8.5,0.7,58.0,240.0,9.4,1022.8
2012-07-15 23:00:00,115,8.5,0.7,58.0,240.0,9.4,1022.8
2012-07-16 00:00:00,116,6.4,1.1,69.0,360.0,9.4,1023.9
2012-07-16 01:00:00,116,6.4,1.1,69.0,360.0,9.4,1023.9
2012-07-16 02:00:00,116,6.4,1.1,69.0,360.0,9.4,1023.9
2012-07-16 03:00:00,117,10.1,2.7,60.0,240.0,13.0,1024.1
2012-07-16 04:00:00,117,10.1,2.7,60.0,240.0,13.0,1024.1
2012-07-16 05:00:00,117,10.1,2.7,60.0,240.0,13.0,1024.1
2012-07-16 06:00:00,118,8.8,3.0,67.0,220.0,9.4,1025.9
2012-07-16 07:00:00,118,8.8,3.0,67.0,220.0,9.4,1025.9
2012-07-16 08:00:00,118,8.8,3.0,67.0,220.0,9.4,1025.9
2012-07-16 09:00:00,119,13.5,5.4,58.0,220.0,11.2,1027.7
2012-07-16 10:00:00,119,13.5,5.4,58.0,220.0,11.2,1027.7
2012-07-16 11:00:00,119,13.5,5.4,58.0,220.0,11.2,1027.7
2012-07-16 12:00:00,120,17.6,6.2,47.0,250.0,11.2,1026.7
2012-07-16 13:00:00,120,17.6,6.2,47.0,250.0,11.2,1026.7
2012-07-16 14:00:00,120,17.6,6.2,47.0,250.0,11.2,1026.7
2012-07-16 15:00:00,121,19.0,4.0,37.0,,0.0,1025.1
2012-07-16 16:00:00,121,19.0,4.0,37.0,,0.0,1025.1
2012-07-16 17:00:00,121,19.0,4.0,37.0,,0.0,1025.1
2012-07-16 18:00:00,122,13.6,5.0,56.0,70.0,13.0,1026.2
2012-07-16 19:00:00,122,13.6,5.0,56.0,70.0,13.0,1026.2
