,user,architecture,train_time,avg_time_epoch,mse,rmse,mape,mae
0,user1,dense_soft_moe,22.32812762260437,0.7644922157813763,0.022117672488093376,0.14872011542320251,318343.625,0.10869699716567993
1,user1,dense_soft_moe,28.01660466194153,0.7532431241628286,0.02228432521224022,0.14927935600280762,278971.5625,0.10502736270427704
2,user1,dense_soft_moe,20.53836441040039,0.7569078339470757,0.020449791103601456,0.14300276339054108,253213.546875,0.09996078908443451
3,user1,dense_soft_moe,20.690443754196167,0.7620380189683702,0.0214756540954113,0.14654573798179626,300388.625,0.10352514684200287
4,user1,dense_soft_moe,20.719638109207153,0.7643195788065592,0.021134335547685623,0.1453765332698822,279518.875,0.10064271092414856
5,user2,dense_soft_moe,14.133629083633423,0.7781499491797553,0.027572026476264,0.16604825854301453,493258.9375,0.12510687112808228
6,user2,dense_soft_moe,20.353668928146362,0.7772828157131488,0.026346275582909584,0.16231535375118256,380474.0625,0.12104152888059616
7,user2,dense_soft_moe,22.17983841896057,0.7599003643825136,0.024302668869495392,0.15589313209056854,316866.75,0.09821929782629013
8,user2,dense_soft_moe,21.982871294021606,0.7534230084254824,0.024029524996876717,0.15501458942890167,246483.8125,0.1030212864279747
9,user2,dense_soft_moe,16.82077646255493,0.7581935904242776,0.025313759222626686,0.15910297632217407,272741.3125,0.09747955203056335
10,user3,dense_soft_moe,9.64049482345581,0.7930860122044882,0.020043373107910156,0.14157462120056152,155667.328125,0.096209317445755
11,user3,dense_soft_moe,21.848599195480347,0.7493122528339254,0.021508226171135902,0.1466568261384964,149498.25,0.09692144393920898
12,user3,dense_soft_moe,32.2922785282135,0.7475614215052405,0.018488725647330284,0.135973259806633,107820.1953125,0.08638664335012436
13,user3,dense_soft_moe,15.96900987625122,0.7927278399467468,0.018595483154058456,0.13636524975299835,110704.59375,0.09184472262859344
14,user3,dense_soft_moe,18.643863916397095,0.7693263590335846,0.018235262483358383,0.13503800332546234,150030.875,0.0888049528002739
15,user4,dense_soft_moe,17.186147928237915,0.7745197903026234,0.0065135410986840725,0.08070651441812515,143470.78125,0.04617214947938919
16,user4,dense_soft_moe,14.924196243286133,0.777656730852629,0.007210472133010626,0.08491449803113937,179984.75,0.049188315868377686
17,user4,dense_soft_moe,17.685827493667603,0.7618165327155072,0.008156775496900082,0.09031486511230469,147854.21875,0.0546259805560112
18,user4,dense_soft_moe,22.07310676574707,0.7566092918659079,0.009820873849093914,0.09910032153129578,195467.8125,0.06792978942394257
19,user4,dense_soft_moe,12.663153171539307,0.7834715247154236,0.008519220165908337,0.09229962527751923,170585.09375,0.05269458144903183
20,user5,dense_soft_moe,28.668224096298218,0.7507954647666529,0.02987023815512657,0.17283008992671967,548780.4375,0.11600984632968903
21,user5,dense_soft_moe,29.29053020477295,0.748080388093606,0.02453835867345333,0.15664725005626678,539076.875,0.11760302633047104
22,user5,dense_soft_moe,17.68000078201294,0.7644287606944209,0.025798838585615158,0.16062016785144806,645188.25,0.11638247221708298
23,user5,dense_soft_moe,23.60728430747986,0.7572907247850972,0.022547340020537376,0.15015771985054016,497647.0625,0.10387057811021805
24,user5,dense_soft_moe,32.80416774749756,0.741842811757868,0.025932185351848602,0.1610347330570221,328890.5,0.10013183206319809
25,user6,dense_soft_moe,33.803104639053345,0.7483210934533013,0.020997634157538414,0.14490559697151184,181328.703125,0.1047067642211914
26,user6,dense_soft_moe,32.772221088409424,0.7572617198145667,0.022853387519717216,0.15117336809635162,179620.296875,0.10775161534547806
27,user6,dense_soft_moe,28.729079008102417,0.7520436173991153,0.024622086435556412,0.15691426396369934,157846.84375,0.11489236354827881
28,user6,dense_soft_moe,14.117233276367188,0.7796167929967245,0.021631063893437386,0.14707502722740173,183178.546875,0.10906002670526505
29,user6,dense_soft_moe,16.526293516159058,0.7815290859767369,0.022615550085902214,0.15038467943668365,192438.546875,0.10840323567390442
