,architecture,train_time,avg_time_epoch,mse,mse_std,rmse,rmse_std,mape,mape_std,mae,mae_std
0,lstm_topk_moe,62.171997737884524,3.326407052013124,0.021400211751461028,0.0009343092158758,0.14626084864139557,0.0031575374979193106,364782.2875,85689.622192289,0.10763421654701233,0.006857638301154063
1,lstm_topk_moe,62.12746791839599,3.3359491027157637,0.027208199352025987,0.0017530255989236766,0.16488111913204193,0.0052933916984388065,352363.546875,80462.756725219,0.12162692099809647,0.009680247640723257
2,lstm_topk_moe,68.76640028953553,3.338473291062145,0.019552747532725335,0.0008968332320484637,0.1398012161254883,0.0032339505726697196,108227.9625,55739.940761657985,0.08930532187223435,0.006411865823267216
3,lstm_topk_moe,74.3117401599884,3.292340185818739,0.00863692294806242,0.0016994258368732051,0.09260254949331284,0.008781426489129197,158038.671875,20706.631646457852,0.0556194931268692,0.009495508145239253
4,lstm_topk_moe,95.02148237228394,3.300709079418131,0.023322157561779022,0.0010869289305950498,0.1526820868253708,0.003594714079539503,560652.6,56731.02693425216,0.10868737995624542,0.009204138194389588
5,lstm_topk_moe,122.33516721725464,3.301779833248016,0.020505953952670096,0.0010105486133579456,0.1431643098592758,0.0035239993696121537,180379.29375,28353.299537664647,0.10220697671175002,0.004541269596766713
6,lstm_topk_moe,88.32884464263915,3.3158775435070877,0.01746244877576828,0.0013770620688054644,0.13206258565187454,0.0052348167989364845,60489.718994140625,38181.605561984674,0.09073476046323777,0.008255163891629967
7,lstm_topk_moe,94.04555211067199,3.699651901067109,0.02144777439534664,0.0009281022496626879,0.1464235931634903,0.0031434349695216844,59029.947265625,30270.656566535443,0.10311378240585327,0.0028148771632304607
8,lstm_topk_moe,127.4647654056549,3.7451818684700533,0.021612958610057832,0.0016300996904520099,0.1469317376613617,0.0054798221775191214,385341.79375,80421.77689831726,0.1040811836719513,0.010746709704507371
9,lstm_topk_moe,113.5684720993042,3.8359402458648675,0.028443074971437454,0.0018709090797242084,0.16857851445674896,0.005518061556761837,124304.853125,28997.57885731223,0.11699225157499313,0.004063205014488465
10,lstm_topk_moe,107.27308964729309,3.880845361465211,0.013552909903228282,0.0015983367879593197,0.11626207679510117,0.00671190204983142,56201.79609375,31860.372807982458,0.07895492017269135,0.006654382882096285
11,lstm_topk_moe,92.84776015281678,3.892303332167793,0.015976261347532272,0.0022964831719383713,0.12613435089588165,0.009109523451207113,146569.646875,12025.999766393597,0.09136408865451813,0.010485904479038882
12,lstm_topk_moe,97.2990532875061,3.961588980756789,0.020008769258856772,0.0009948915881128942,0.14141755700111389,0.0035079325987033365,28357.588671875,11691.324779762128,0.08048322200775146,0.002239298466721062
13,lstm_topk_moe,97.54273147583008,3.8124529551162225,0.02412213571369648,0.0015808887339727536,0.155246764421463,0.005071671456998436,385194.2125,120090.03092507573,0.09847547709941865,0.00878191698869103
14,lstm_topk_moe,101.70324444770813,3.5492745073432594,0.01444480661302805,0.0005176169690216066,0.12017122954130173,0.002145483855079241,58349.53125,15502.371475620792,0.07288930267095566,0.003436398648241431
