,user,architecture,train_time,avg_time_epoch,mse,rmse,mape,mae
0,user1,lstm_soft_moe,38.1995952129364,2.109857201576233,0.01943444088101387,0.1394074708223343,260870.4375,0.09151294827461243
1,user1,lstm_soft_moe,44.02929639816284,2.087442931674776,0.020012393593788147,0.1414651721715927,259280.0625,0.09135162830352783
2,user1,lstm_soft_moe,42.30426049232483,2.1079391121864317,0.021099742501974106,0.14525750279426575,261892.28125,0.09857163578271866
3,user1,lstm_soft_moe,40.429057359695435,2.1178052550867985,0.020570171996951103,0.14342305064201355,172418.609375,0.10281424969434738
4,user1,lstm_soft_moe,38.531389474868774,2.1302851968341403,0.02077903226017952,0.14414933323860168,317631.78125,0.10121257603168488
5,user2,lstm_soft_moe,30.709194660186768,2.1776101929800853,0.024763215333223343,0.15736332535743713,388872.6875,0.11044614762067795
6,user2,lstm_soft_moe,72.17945146560669,2.05640914780753,0.025215402245521545,0.1587935835123062,306051.5625,0.10023897886276245
7,user2,lstm_soft_moe,40.58443999290466,2.127240042937429,0.02637334167957306,0.16239871084690094,359474.90625,0.10831133276224136
8,user2,lstm_soft_moe,42.720130443573,2.1263407588005068,0.024473169818520546,0.15643903613090515,319670.0,0.11428136378526688
9,user2,lstm_soft_moe,32.55282378196716,2.1574808438618978,0.025464391335844994,0.1595756560564041,313727.6875,0.10689016431570053
10,user3,lstm_soft_moe,56.411226987838745,2.081290501135367,0.01788427121937275,0.13373208045959473,143122.609375,0.08395370095968246
11,user3,lstm_soft_moe,49.863163471221924,2.257821039720015,0.01859968528151512,0.1363806575536728,158771.703125,0.08675848692655563
12,user3,lstm_soft_moe,62.81649327278137,2.085902976989746,0.0178372822701931,0.1335562914609909,87896.5546875,0.08126526325941086
13,user3,lstm_soft_moe,40.86952614784241,2.1412928606334485,0.01875882036983967,0.13696284592151642,132106.75,0.08490444719791412
14,user3,lstm_soft_moe,61.957929849624634,2.058895786603292,0.019281432032585144,0.13885760307312012,32277.419921875,0.08429064601659775
15,user4,lstm_soft_moe,65.05103039741516,2.0917455073325866,0.007648249622434378,0.08745427429676056,121794.6875,0.050995342433452606
16,user4,lstm_soft_moe,92.43037819862366,2.0952911864627493,0.00827296357601881,0.09095583111047745,144413.9375,0.05380686745047569
17,user4,lstm_soft_moe,45.03246450424194,2.134536096027919,0.009745287708938122,0.09871822595596313,194730.25,0.06672617048025131
18,user4,lstm_soft_moe,58.89339303970337,2.095969728061131,0.010364921763539314,0.10180825740098953,225876.453125,0.06622116267681122
19,user4,lstm_soft_moe,55.68333411216736,2.1333828155811014,0.007890618406236172,0.0888291522860527,145777.734375,0.05423499643802643
20,user5,lstm_soft_moe,47.71624279022217,2.159615072337064,0.024607665836811066,0.15686830878257751,719017.8125,0.12052072584629059
21,user5,lstm_soft_moe,45.35072374343872,2.149004504794166,0.025283019989728928,0.15900635719299316,579517.75,0.11388590931892395
22,user5,lstm_soft_moe,78.57906699180603,2.1163125553646602,0.023514706641435623,0.15334506332874298,660113.8125,0.10582632571458817
23,user5,lstm_soft_moe,35.53644037246704,2.209103763103485,0.024764735251665115,0.15736815333366394,613855.8125,0.12071400135755539
24,user5,lstm_soft_moe,49.796918630599976,2.15668423279472,0.023638252168893814,0.15374736487865448,712154.625,0.11551664769649506
25,user6,lstm_soft_moe,70.23300623893738,2.1211974187330767,0.022062864154577255,0.14853572845458984,225898.734375,0.1091977208852768
26,user6,lstm_soft_moe,110.2149748802185,2.075025886859534,0.01953870989382267,0.1397809386253357,206911.640625,0.10284171998500824
27,user6,lstm_soft_moe,74.19339752197266,2.11452043397086,0.020914295688271523,0.14461775124073029,220929.34375,0.10619184374809265
28,user6,lstm_soft_moe,59.86970806121826,2.1319418804986134,0.019312091171741486,0.13896794617176056,167669.703125,0.10151088237762451
29,user6,lstm_soft_moe,104.87995314598083,2.092829551696777,0.022068165242671967,0.14855358004570007,152480.59375,0.10088082402944565
30,user7,lstm_soft_moe,57.90458583831787,2.307943115234375,0.016175176948308945,0.12718166410923004,7959.27734375,0.0778728798031807
31,user7,lstm_soft_moe,48.71855139732361,2.3113780362265453,0.017265211790800095,0.13139715790748596,12722.8046875,0.07884224504232407
32,user7,lstm_soft_moe,52.56862759590149,2.2773175654203994,0.016133522614836693,0.1270178109407425,37487.18359375,0.09016575664281845
33,user7,lstm_soft_moe,75.7558536529541,2.2210813129649445,0.01612536609172821,0.12698569893836975,4872.55126953125,0.07614225894212723
34,user7,lstm_soft_moe,51.883434772491455,2.245353957881098,0.016044309362769127,0.1266661286354065,21997.91015625,0.07932332158088684
35,user8,lstm_soft_moe,49.20540976524353,2.228360046039928,0.022861000150442123,0.15119855105876923,13351.73828125,0.10941193252801895
36,user8,lstm_soft_moe,40.584179162979126,2.2432696421941123,0.020758507773280144,0.14407813549041748,9744.34765625,0.09912897646427155
37,user8,lstm_soft_moe,42.586814880371094,2.2306480156747917,0.02333960495889187,0.15277305245399475,13586.42578125,0.10635652393102646
38,user8,lstm_soft_moe,83.0716335773468,2.17984065884038,0.021069396287202835,0.1451530158519745,66260.3359375,0.10884758830070496
39,user8,lstm_soft_moe,45.21559739112854,2.247976851463318,0.023235617205500603,0.15243233740329742,30150.337890625,0.10616069287061691
40,user9,lstm_soft_moe,63.04220962524414,2.2452773111207143,0.02377692237496376,0.15419767796993256,459660.53125,0.11241289973258972
41,user9,lstm_soft_moe,53.728002071380615,2.2300760050614676,0.024899974465370178,0.15779726207256317,738803.0,0.11506400257349014
42,user9,lstm_soft_moe,36.8653450012207,2.293162629008293,0.02006109431385994,0.1416371911764145,428072.78125,0.08878234773874283
43,user9,lstm_soft_moe,49.80070686340332,2.2564028934998945,0.01945706084370613,0.1394885629415512,382897.75,0.0932050347328186
44,user9,lstm_soft_moe,66.5569839477539,2.211889306704203,0.021826812997460365,0.1477390080690384,357717.6875,0.09293285757303238
45,user10,lstm_soft_moe,57.966832876205444,2.22273457967318,0.02907855063676834,0.17052434384822845,111003.109375,0.11694484949111938
46,user10,lstm_soft_moe,55.92129564285278,2.2279625034332273,0.028942890465259552,0.17012609541416168,128445.046875,0.11879443377256393
47,user10,lstm_soft_moe,81.29485845565796,2.191940720016892,0.02723839320242405,0.16504058241844177,155915.640625,0.11503759771585464
48,user10,lstm_soft_moe,67.0795328617096,2.2301535685857137,0.02773090824484825,0.16652600467205048,131053.171875,0.11578096449375153
49,user10,lstm_soft_moe,81.64087009429932,2.199899170849774,0.02715081349015236,0.1647750437259674,110320.9609375,0.11878111958503723
50,user11,lstm_soft_moe,52.00650382041931,2.252095129178918,0.01457104180008173,0.1207105740904808,83513.2421875,0.08422848582267761
51,user11,lstm_soft_moe,92.1797308921814,2.7865830768238413,0.012347583658993244,0.11111968010663986,21699.390625,0.07095542550086975
52,user11,lstm_soft_moe,87.49948167800903,2.6457097819357207,0.012501846998929977,0.11181166023015976,43324.32421875,0.07519412785768509
53,user11,lstm_soft_moe,130.92977166175842,2.6134917736053467,0.012658595107495785,0.11251042038202286,42482.25390625,0.07327867299318314
54,user11,lstm_soft_moe,45.67945051193237,2.674878625308766,0.015457993373274803,0.12433017790317535,28465.501953125,0.08634572476148605
55,user12,lstm_soft_moe,106.81360411643982,2.5988905197236596,0.011875292286276817,0.10897381603717804,124214.015625,0.06853684782981873
56,user12,lstm_soft_moe,93.3132107257843,2.586303863260481,0.012563752010464668,0.112088143825531,141148.03125,0.07791048288345337
57,user12,lstm_soft_moe,52.71489119529724,2.625123989582062,0.012155534699559212,0.11025214195251465,158719.078125,0.07332858443260193
58,user12,lstm_soft_moe,37.43579173088074,2.6597569840294972,0.011478419415652752,0.10713738203048706,151136.828125,0.06655766069889069
59,user12,lstm_soft_moe,69.73691153526306,2.5737820201449924,0.012358838692307472,0.11117031425237656,169189.828125,0.07405401021242142
