,User,Round,CD_mae_count,CD_ks_count,RMSE_BiLSTM,MAE_BiLSTM,MSE_BiLSTM,RMSE_CNN,MAE_CNN,MSE_CNN,RMSE_Transformer,MAE_Transformer,MSE_Transformer,RMSE_soft_dense,MAE_soft_dense,MSE_soft_dense,RMSE_soft_bilstm,MAE_soft_bilstm,MSE_soft_bilstm,RMSE_topk_dense,MAE_topk_dense,MSE_topk_dense,RMSE_topk_bilstm,MAE_topk_bilstm,MSE_topk_bilstm
0,1,1,36,103,0.08797620517476558,0.04825246733850784,0.00773981267695245,0.2509645982529141,0.20091833517436292,0.06298322957624658,0.11641382830908069,0.07139734336999723,0.013552179421576117,0.08846211805975986,0.05111902306718518,0.007825546331618891,0.09311185031434019,0.058019958592156945,0.008669816668960093,0.09401038954952366,0.055576599165206235,0.008837953343253189,0.0985564770234393,0.055810775909540866,0.009713379163271717
1,2,1,29,103,0.09081292765885751,0.04863889883684801,0.008246987829972888,0.2632611606699447,0.22101058906622614,0.06930643871728645,0.23316126940278656,0.15031226529124603,0.05436417754951881,0.0933726633083434,0.061661887436759884,0.008718454253293258,0.08953610932304114,0.05362948408806986,0.008016714872707574,0.09701146360774376,0.06559146939306273,0.009411224071316593,0.10145442240888732,0.06027329445188313,0.010292999826320936
2,3,1,25,103,0.09118758117101271,0.04644256310280213,0.00831517495982003,0.27592909898061674,0.2327119613173817,0.07613686766425498,0.23134520218631072,0.16437809335827838,0.05352060257462499,0.0948442911032535,0.05817060071227802,0.00899543955487869,0.09575872546944075,0.05998375022065557,0.009169733503531721,0.09754560728571786,0.06127383474756673,0.009515145500739492,0.0955726022729453,0.06213903738447923,0.009134122305222588
3,4,1,28,103,0.10409520129087801,0.059654439379216787,0.010835810931788412,0.2607019687924023,0.22257710812947,0.06796551653223472,0.17308091483321691,0.0978181032952756,0.02995700307950329,0.11691142920052763,0.06841660983025402,0.013668282277709984,0.09262210452152113,0.05848300390649094,0.008578854245995585,0.09657518621512327,0.061976946168950116,0.009326766592485736,0.1060249913009125,0.06456878709861076,0.011241298780358573
4,5,1,31,103,0.08920916717862569,0.05760675592479937,0.007958275508703988,0.2765760016339286,0.23365508393157694,0.07649428467981088,0.13714556537260997,0.08338670918387801,0.01880890610137283,0.09471464989619811,0.058048266051420834,0.00897086490495938,0.09302050043564176,0.056007967168787226,0.00865281350129723,0.09276428540916663,0.05800164323503742,0.008605212647473326,0.09358484668340455,0.05738115709312885,0.008758123528756337
5,6,1,25,103,0.09126421097881934,0.04824734925457144,0.00832915620558645,0.24084613322764437,0.19410494000071293,0.058006859890708216,0.1633300349044811,0.09122645099258701,0.02667670030189901,0.0820010686043647,0.05130954016482915,0.006724175252257725,0.08670983516201301,0.056921550543640176,0.007518595513823469,0.09719995550291605,0.07063824908393472,0.009447831349768858,0.08941472300106613,0.05177371557237664,0.007994992689357387
6,7,1,31,103,0.08445918906940811,0.045118259051987804,0.007133354618262026,0.27262247767452613,0.23252315089418796,0.0743230153333975,0.19587738423092868,0.11103948662309923,0.03836794965315087,0.09048525415894898,0.05388002989004169,0.008187581220209595,0.08589960704007714,0.050358976499740034,0.00737874248963967,0.09157618229913436,0.059747275179465896,0.008386197164484289,0.09622613691528673,0.057500486326489825,0.009259469425639506
7,8,1,28,103,0.08783967053769223,0.0446682888946647,0.007715807720170317,0.24415985106070995,0.2034889733156903,0.059614032869988065,0.13558199638690582,0.0894614463854858,0.018382477744258944,0.08619636050095952,0.047187246668693984,0.0074298125636113755,0.08779209215016746,0.05340490555562435,0.007707451444103496,0.08647767268635875,0.04926971821451844,0.007478387873248999,0.08782276229999081,0.050848843103325235,0.0077128375780006865
8,9,1,27,103,0.10299717642990446,0.06120948695274147,0.010608418352532867,0.2865686430267635,0.24580135323924257,0.08212158716620059,0.13606355883257906,0.10678277821936301,0.018513292042186706,0.09245712557903939,0.05536542970219418,0.00854832007033826,0.09490015645146865,0.061536560270227164,0.009006039694513227,0.09118479348091044,0.05286048833787295,0.008314666562156287,0.08637635318479685,0.04778731171669278,0.007460874389504764
9,10,1,35,103,0.10151390529330565,0.0510707884326428,0.010305072967898227,0.2635814601962967,0.2027680623675627,0.06947518615921194,0.16800895469910943,0.08568488083314577,0.0282270088590874,0.09650701713593528,0.05650052580095243,0.009313604356475706,0.10138801569771133,0.06339832054125992,0.01027952972711936,0.09894524309298786,0.0567880396085426,0.009790161130730462,0.09435290245858435,0.0498109980788954,0.008902470202359134
